decision,decision_note,cde_public_id,version,crdc_name,crdc_domain,vd_type,registration_status,workflow_status,match_status,mc2_module,mc2_attribute,existing_cde_on_attribute,confidence,rationale,cv_consistency,recommended_action
confirm,,11253427,1.00,Specimen Type,Specimen,Enumerated by Reference,Standard,RELEASED,exact_id_match,biospecimen,Biospecimen Type Category,11253427,high,CDE public ID already present as CDE:<id> in the Properties column for this attribute.,"RESOLVED (live data, 2026-09-03): CONFIRMED CORRECT DESIGN -- no permissible values in live data (Enumerated by Reference / OBIB), open-field design confirmed correct. See separate note on CDE 12445832 (Specimen Material Category) crosswalk -- NOT a match for this attribute, see that CDE's own row.",Confirmed: add CRDC_CDE:11253427 alongside the existing CDE:11253427 tag so the required-pipeline set is uniformly discoverable by tag.
confirm,,12922545,1.00,Tumor Classification,Specimen,Enumerated,Qualified,RELEASED,exact_id_match,biospecimen,Biospecimen Composition,12922545,high,CDE public ID already present as CDE:<id> in the Properties column for this attribute.,"RESOLVED (live data, 2026-09-03): PARTIAL match, fixed -- 8/11 real values were present; added the 3 genuinely missing real values (Prior Primary, Progression, Synchronous Primary). Model's additional finer-grained values left in place.",Confirmed: add CRDC_CDE:12922545 alongside the existing CDE:12922545 tag so the required-pipeline set is uniformly discoverable by tag.
confirm,replace applicable attribute controlled vocab to match this field,14913015,1.00,Therapeutic Agent,Treatment,Enumerated by Reference,Standard,RELEASED,replace_candidate,individual,Individual Therapeutic Agent,13579886,high,The CRDC-required CDE requires NCI Thesaurus-coded agent names; the currently-assigned CDE 13579886 is a plain free-text agent-name CDE for the same concept.,"RESOLVED (live data, 2026-09-03): CONFIRMED CORRECT DESIGN -- CDE 14913015 has no permissible values in live data at all (absent from the 55-CDE set, consistent with Enumerated by Reference and its real ~4475-term NCI Thesaurus vocabulary being far too large to enumerate). Open-field design confirmed correct, not a gap.","Add CRDC_CDE:14913015 to Individual/Model/Biospecimen Therapeutic Agent. Per user decision, also replace these attributes' Valid Values with the CDE's real (NCI Thesaurus-coded) permissible-value list -- a breaking CV change; flag CDE:13579886 for follow-up review. Do this once, on the shared/consolidated attribute (see Redundancy Review) rather than three times."
confirm,replace applicable attribute controlled vocab to match this field,14913015,1.00,Therapeutic Agent,Treatment,Enumerated by Reference,Standard,RELEASED,replace_candidate,model,Model Therapeutic Agent,13579886,high,The CRDC-required CDE requires NCI Thesaurus-coded agent names; the currently-assigned CDE 13579886 is a plain free-text agent-name CDE for the same concept. (see primary row for full rationale),"RESOLVED (live data, 2026-09-03): CONFIRMED CORRECT DESIGN -- CDE 14913015 has no permissible values in live data at all (absent from the 55-CDE set, consistent with Enumerated by Reference and its real ~4475-term NCI Thesaurus vocabulary being far too large to enumerate). Open-field design confirmed correct, not a gap.","Add CRDC_CDE:14913015 to Individual/Model/Biospecimen Therapeutic Agent. Per user decision, also replace these attributes' Valid Values with the CDE's real (NCI Thesaurus-coded) permissible-value list -- a breaking CV change; flag CDE:13579886 for follow-up review. Do this once, on the shared/consolidated attribute (see Redundancy Review) rather than three times."
confirm,replace applicable attribute controlled vocab to match this field,14913015,1.00,Therapeutic Agent,Treatment,Enumerated by Reference,Standard,RELEASED,replace_candidate,biospecimen,Biospecimen Therapeutic Agent,13579886,high,The CRDC-required CDE requires NCI Thesaurus-coded agent names; the currently-assigned CDE 13579886 is a plain free-text agent-name CDE for the same concept. (see primary row for full rationale),"RESOLVED (live data, 2026-09-03): CONFIRMED CORRECT DESIGN -- CDE 14913015 has no permissible values in live data at all (absent from the 55-CDE set, consistent with Enumerated by Reference and its real ~4475-term NCI Thesaurus vocabulary being far too large to enumerate). Open-field design confirmed correct, not a gap.","Add CRDC_CDE:14913015 to Individual/Model/Biospecimen Therapeutic Agent. Per user decision, also replace these attributes' Valid Values with the CDE's real (NCI Thesaurus-coded) permissible-value list -- a breaking CV change; flag CDE:13579886 for follow-up review. Do this once, on the shared/consolidated attribute (see Redundancy Review) rather than three times."
modified,replace applicable attribute controlled vocab to match this field,14461856,1.00,Treatment Anatomic Site UBERON Identifier,Treatment,Enumerated by Reference,Standard,RELEASED,no_fit_found,individual/model,Individual/Model Treatment Anatomic Site,,high,"MC2 records this anatomic concept as a free-text site name on an existing attribute (see rationale), not an ontology identifier — the CRDC CDE is a companion ID field, not a replacement for the text-term attribute. Relates to the OLS/ontology-annotation effort already underway on this repo. Related attributes: Individual/Model Treatment Type, Treatment Response (different CDEs).","n/a -- not enumerated, or attribute has no Valid Values to check","Confirmed via direct check: no existing anatomic-site attribute exists for Treatment context anywhere in Individual or Model (grepped both modules for 'site'/'anatomic' -- only Primary Site, Site of Origin, Known Metastasis Sites exist, all disease-related, none treatment-related). Add new attribute Individual/Model Treatment Anatomic Site (UBERON-coded from the start) tagged CRDC_CDE:14461856."
confirm,,15157467,2.00,Treatment Intent Type,Treatment,Enumerated,Standard,RELEASED,no_fit_found,individual/model,Individual Treatment Intent Type,,low,"Treatment Type (mapped) records what treatment was given, not why (curative/palliative/etc.).","n/a -- not enumerated, or attribute has no Valid Values to check",Confirmed: add new attribute Individual Treatment Intent Type.
confirm,,14713318,1.00,Treatment or Therapy Indicator,Treatment,Enumerated,Standard,RELEASED,no_fit_found,individual/model,Individual Treatment or Therapy Indicator,,low,No yes/no indicator exists for whether any treatment was administered at all.,"n/a -- not enumerated, or attribute has no Valid Values to check",Confirmed: add new attribute Individual Treatment or Therapy Indicator.
confirm,,15157426,1.00,Treatment Prior to Specimen Collection Indicator,Treatment,Enumerated,Standard,RELEASED,no_fit_found,biospecimen,Biospecimen Treatment Prior to Specimen Collection Indicator,,low,Related to the Days-from-Treatment-to-Specimen-Collection timepoint cluster (11250807) but is a simpler yes/no version.,"n/a -- not enumerated, or attribute has no Valid Values to check",Confirmed: add alongside a decision on the timepoint cluster (Open Questions).
confirm,,14737565,1.00,Treatment Type,Treatment,Enumerated,Standard,RELEASED,exact_id_match,biospecimen,Biospecimen Treatment Type,14737565,high,CDE public ID already present as CDE:<id> in the Properties column for this attribute.,consistent: 30/30 of the attribute's CV values matched this CDE's real PV set (ratio 1.0),Confirmed: add CRDC_CDE:14737565 alongside the existing CDE:14737565 tag so the required-pipeline set is uniformly discoverable by tag.
confirm,,14737565,1.00,Treatment Type,Treatment,Enumerated,Standard,RELEASED,exact_id_match,individual,Individual Treatment Type,14737565,high,CDE public ID already present as CDE:<id> in the Properties column for this attribute. (see primary row for full rationale),consistent: 30/30 of the attribute's CV values matched this CDE's real PV set (ratio 1.0),Confirmed: add CRDC_CDE:14737565 alongside the existing CDE:14737565 tag so the required-pipeline set is uniformly discoverable by tag.
confirm,,14737565,1.00,Treatment Type,Treatment,Enumerated,Standard,RELEASED,exact_id_match,model,Model Treatment Type,14737565,high,CDE public ID already present as CDE:<id> in the Properties column for this attribute. (see primary row for full rationale),consistent: 30/30 of the attribute's CV values matched this CDE's real PV set (ratio 1.0),Confirmed: add CRDC_CDE:14737565 alongside the existing CDE:14737565 tag so the required-pipeline set is uniformly discoverable by tag.
